,user_id,label,all_launch_count,last_launch,all_video_count,last_video,all_video_day,all_action_count,last_action,all_action_day,register_type,device_type,register_day
4923,201605,1,1,8,0,0,0,9,8,1,0,16,7
4924,201612,1,2,16,0,0,0,56,16,2,0,13,14
4925,201654,1,11,16,0,0,0,925,16,9,0,49,1
4926,201671,0,1,7,0,0,0,0,0,0,1,425,6
4927,201684,1,1,5,0,0,0,7,5,1,2,8,4
4928,201844,1,2,16,0,0,0,275,16,2,0,67,14
4929,201879,1,2,16,0,0,0,465,16,2,0,20,14
4930,201955,0,1,4,0,0,0,2,4,1,0,0,-1
4931,201974,1,1,16,0,0,0,9,16,1,0,13,15
4932,201992,0,2,14,0,0,0,18,14,2,3,4,11
4933,202021,0,2,12,1,12,1,24,12,1,1,28,10
4934,202175,0,1,1,0,0,0,0,0,0,1,76,0
4935,202191,0,1,12,0,0,0,0,0,0,0,8,11
4936,202253,1,2,16,0,0,0,6,16,2,1,130,13
4937,202254,0,1,9,0,0,0,94,9,1,2,0,8
4938,202340,1,4,16,0,0,0,199,16,4,0,25,12
4939,202350,1,5,16,0,0,0,60,15,3,0,77,10
4940,202354,1,2,9,5,8,1,71,9,2,1,230,7
4941,202368,0,2,12,1,8,1,17,12,2,0,1656,7
4942,202460,0,1,8,0,0,0,2,8,1,0,13,7
4943,202517,1,1,6,2,6,1,2,6,1,2,32,5
4944,202606,0,1,14,0,0,0,119,15,2,0,299,13
4945,202658,1,14,16,0,0,0,544,13,7,0,0,-1
4946,202669,1,4,16,0,0,0,119,15,3,0,34,10
4947,202677,0,2,11,0,0,0,86,11,2,0,0,-1
4948,202724,0,3,8,2,7,1,15,7,2,0,26,5
4949,202793,1,3,16,0,0,0,122,16,3,1,72,13
4950,202796,1,1,16,0,0,0,3,16,1,1,13,15
4951,202870,1,7,15,0,0,0,288,15,7,0,25,4
4952,202897,1,5,8,0,0,0,395,8,5,0,2,2
4953,202905,1,7,16,0,0,0,633,16,7,0,0,-1
4954,202974,1,5,13,0,0,0,13,13,4,0,0,-1
4955,203029,1,1,16,0,0,0,9,16,1,0,374,15
4956,203031,1,12,16,0,0,0,447,16,12,0,0,-1
4957,203063,0,1,16,0,0,0,4,16,1,0,5,15
4958,203086,1,16,16,0,0,0,1176,16,16,0,0,-1
4959,203097,1,1,4,0,0,0,1,4,1,0,44,3
4960,203130,1,1,5,1,5,1,1,5,1,0,8,4
4961,203139,0,3,6,0,0,0,47,6,2,0,7,3
4962,203157,0,1,16,0,0,0,13,16,1,0,14,15
4963,203191,1,15,16,4,16,4,1679,16,15,0,0,-1
4964,203235,1,3,16,0,0,0,214,16,2,0,84,8
4965,203253,1,7,15,2,1,1,724,14,6,0,0,-1
4966,203255,0,1,10,0,0,0,1,10,1,1,51,9
4967,203275,1,7,16,0,0,0,212,13,6,0,0,-1
4968,203304,0,1,6,0,0,0,9,6,1,2,475,5
4969,203371,1,4,16,1,16,1,794,16,4,0,0,11
4970,203465,1,3,16,0,0,0,169,16,3,0,0,-1
4971,203498,1,1,9,0,0,0,1,9,1,0,6,8
4972,203510,0,1,1,0,0,0,0,0,0,0,0,-1
4973,203552,1,4,10,0,0,0,32,10,3,0,0,-1
4974,203584,0,2,5,0,0,0,0,0,0,1,30,3
4975,203612,1,5,13,2,12,1,53,13,5,0,0,-1
4976,203637,1,3,16,0,0,0,19,16,3,0,13,12
4977,203715,0,3,13,0,0,0,562,13,3,2,4,3
4978,203725,1,12,16,2,6,1,220,16,9,1,772,4
4979,203858,1,7,13,0,0,0,418,13,7,0,0,-1
4980,204013,0,1,6,0,0,0,0,0,0,0,18,5
4981,204049,1,11,14,27,11,7,1823,14,11,2,21,3
4982,204061,1,3,16,0,0,0,456,16,3,0,68,13
4983,204068,1,1,3,0,0,0,13,3,1,2,271,2
4984,204077,0,3,11,0,0,0,104,11,3,0,0,2
4985,204139,1,4,11,0,0,0,80,11,3,2,374,1
4986,204172,1,4,16,0,0,0,649,16,4,0,2,12
4987,204255,0,4,9,0,0,0,1080,9,4,0,2,5
4988,204269,1,1,16,0,0,0,234,16,1,0,94,15
4989,204278,1,5,14,0,0,0,65,14,3,2,7,6
4990,204345,0,1,16,0,0,0,0,0,0,1,11,15
4991,204352,0,2,14,0,0,0,34,14,2,5,10,12
4992,204415,1,1,16,0,0,0,30,16,1,2,172,15
4993,204463,1,7,16,0,0,0,1126,15,6,0,6,8
4994,204559,1,1,16,0,0,0,0,0,0,1,38,15
4995,204560,1,5,11,3,5,1,307,11,4,1,33,4
4996,204592,1,4,12,0,0,0,44,12,4,2,2,6
4997,204600,1,11,16,0,0,0,224,16,11,0,0,-1
4998,204737,1,12,15,0,0,0,1410,16,13,0,2,3
4999,204810,1,5,14,0,0,0,65,14,5,0,0,-1
5000,204826,0,5,7,0,0,0,422,7,5,2,6005,1
5001,204870,1,1,1,0,0,0,74,1,1,0,7,0
5002,204914,1,11,16,0,0,0,1157,16,10,0,0,-1
5003,204956,1,1,15,0,0,0,8,15,1,1,115,14
5004,205024,0,1,1,0,0,0,38,1,1,0,69,0
5005,205063,1,5,14,0,0,0,229,14,5,0,10,8
5006,205134,0,2,14,0,0,0,226,14,2,0,0,-1
5007,205195,1,4,14,1,12,1,27,14,3,1,20,9
5008,205231,1,3,16,0,0,0,2008,16,3,0,54,12
5009,205256,0,3,7,0,0,0,142,7,3,1,24,3
5010,205263,0,1,5,0,0,0,0,0,0,2,51,4
5011,205311,0,8,13,0,0,0,381,12,7,0,480,0
5012,205337,1,2,14,0,0,0,7,14,2,0,6,12
5013,205433,1,5,16,0,0,0,72,16,5,0,0,-1
5014,205522,1,10,15,0,0,0,404,15,9,0,0,-1
5015,205549,0,1,12,0,0,0,9,12,1,0,56,11
5016,205551,1,5,15,0,0,0,708,15,5,0,104,10
5017,205680,1,9,16,2,8,1,395,12,6,0,189,4
5018,205741,1,11,15,0,0,0,412,15,9,0,142,0
5019,205750,1,11,16,0,0,0,694,16,11,0,59,4
5020,205758,0,3,16,0,0,0,193,16,3,2,41,12
5021,205828,1,8,15,0,0,0,670,15,6,1,78,6
5022,205850,0,8,14,0,0,0,1066,14,8,1,73,6
5023,205899,0,2,15,0,0,0,589,15,2,0,117,13
5024,205901,0,1,14,0,0,0,2,14,1,1,24,13
5025,205921,1,2,12,0,0,0,10,12,2,0,0,-1
5026,206057,1,10,16,6,15,4,859,16,10,1,15,5
5027,206092,1,10,16,0,0,0,1298,16,10,2,3,6
5028,206133,1,7,16,0,0,0,2840,16,7,1,3123,9
5029,206144,1,6,16,0,0,0,242,16,5,0,1919,10
5030,206159,1,9,16,1,5,1,376,15,8,1,61,4
5031,206177,1,8,16,2,12,2,522,16,8,1,218,5
5032,206197,0,1,16,0,0,0,79,16,1,0,5,15
5033,206211,0,1,6,0,0,0,0,0,0,0,11,5
5034,206240,0,1,7,0,0,0,39,7,1,2,495,6
5035,206257,1,16,16,0,0,0,4390,16,16,0,0,-1
5036,206268,1,9,16,0,0,0,986,16,8,1,10,7
5037,206272,1,2,16,0,0,0,231,16,2,0,46,14
5038,206351,0,1,6,0,0,0,3,6,1,3,1731,5
5039,206375,1,2,11,0,0,0,77,11,2,2,198,4
5040,206430,1,2,16,0,0,0,102,15,1,2,432,14
5041,206455,1,16,16,9,15,6,6318,16,16,0,0,-1
5042,206552,0,3,14,0,0,0,181,14,3,0,0,-1
5043,206554,0,1,16,0,0,0,0,0,0,2,112,15
5044,206558,0,4,15,0,0,0,1,15,1,0,0,-1
5045,206580,1,4,15,0,0,0,60,15,4,1,245,11
5046,206654,1,8,16,0,0,0,729,16,8,0,0,-1
5047,206678,1,4,16,0,0,0,55,10,2,0,112,7
5048,206680,1,9,14,0,0,0,79,14,8,0,0,-1
5049,206704,0,1,11,0,0,0,0,0,0,1,7,10
5050,206724,0,6,9,2,2,1,278,9,5,0,68,1
5051,206760,1,12,16,0,0,0,593,16,11,2,593,4
5052,206797,1,9,13,0,0,0,59,13,7,0,0,-1
5053,206852,0,1,13,0,0,0,3,13,1,0,0,12
5054,206868,1,10,16,0,0,0,1391,16,10,0,0,-1
5055,206894,1,9,16,0,0,0,2023,16,9,1,161,7
5056,206931,1,1,16,0,0,0,245,16,1,2,64,15
5057,206987,1,4,15,1,12,1,119,15,4,1,141,11
5058,207015,1,4,15,0,0,0,139,15,4,1,20,9
5059,207094,1,15,16,0,0,0,2253,16,14,0,0,-1
5060,207191,0,2,7,0,0,0,2,2,1,0,0,-1
5061,207239,1,2,16,0,0,0,201,16,2,1,2306,14
5062,207255,1,1,13,0,0,0,13,13,1,0,1689,12
5063,207266,0,1,10,0,0,0,4,10,1,1,398,9
5064,207373,1,7,16,0,0,0,65,15,5,0,0,-1
5065,207429,1,3,16,0,0,0,158,16,3,0,145,13
5066,207430,1,8,16,0,0,0,120,16,5,0,0,-1
5067,207446,0,1,4,0,0,0,5,4,1,2,7,3
5068,207448,0,1,15,0,0,0,31,16,2,1,4371,14
5069,207451,0,1,16,0,0,0,0,0,0,1,48,15
5070,207465,1,5,16,6,16,4,573,16,5,1,298,11
5071,207470,0,3,9,0,0,0,1,9,1,2,144,2
5072,207545,0,4,11,0,0,0,37,11,2,0,0,-1
5073,207618,0,1,2,0,0,0,0,0,0,0,2,1
5074,207650,1,7,15,0,0,0,745,15,7,2,35,7
5075,207654,1,1,11,0,0,0,0,0,0,2,87,10
5076,207712,1,9,16,0,0,0,1189,16,9,0,0,-1
5077,207718,0,1,15,0,0,0,7,15,1,0,8,14
5078,207719,0,2,4,0,0,0,95,4,1,1,13,2
5079,207810,0,5,11,0,0,0,12,11,3,1,80,0
5080,207878,1,11,15,0,0,0,192,13,8,0,0,-1
5081,207992,1,2,16,0,0,0,64,16,2,1,26,14
5082,207993,0,3,13,0,0,0,104,13,3,0,0,-1
5083,208074,1,14,16,0,0,0,1,1,1,6,789,0
5084,208087,1,16,16,0,0,0,2760,16,16,0,0,-1
5085,208102,1,3,16,0,0,0,48,6,1,2,1805,5
5086,208158,0,1,7,0,0,0,2,7,1,5,8569,6
5087,208181,1,8,16,0,0,0,672,16,8,0,1963,8
5088,208211,1,5,16,0,0,0,541,16,5,0,226,11
5089,208288,0,2,11,0,0,0,22,11,2,0,9,0
5090,208299,1,5,9,4,7,2,236,9,5,0,2,4
5091,208309,0,2,7,0,0,0,7,7,2,5,612,5
5092,208340,1,9,14,1,3,1,323,14,8,2,29,2
5093,208360,0,3,11,0,0,0,12,11,2,4,0,8
5094,208379,1,9,14,0,0,0,422,9,6,1,206,2
5095,208410,1,8,15,0,0,0,215,15,8,0,0,-1
5096,208435,1,15,16,2,15,2,2150,16,14,0,0,-1
5097,208473,0,4,13,0,0,0,579,13,3,0,0,-1
5098,208513,1,2,16,6,16,2,442,16,2,1,23,13
5099,208530,0,3,4,0,0,0,185,4,3,0,0,-1
5100,208556,0,1,7,0,0,0,4,7,1,1,3918,6
5101,208567,0,1,9,3,9,1,51,9,1,1,545,8
5102,208587,0,3,9,1,8,1,21,8,1,2,144,5
5103,208709,1,6,15,21,13,4,248,14,5,0,64,9
5104,208714,0,1,13,0,0,0,0,0,0,2,4,12
5105,208836,1,5,14,2,11,1,190,14,5,0,11,6
5106,208840,0,3,4,1,4,1,59,4,3,1,32,0
5107,208922,1,3,9,0,0,0,296,9,3,0,34,6
5108,208923,1,2,10,0,0,0,165,8,1,0,5,7
5109,209035,1,4,16,0,0,0,15,9,1,0,0,8
5110,209092,0,2,7,0,0,0,10,1,1,0,0,-1
5111,209123,1,14,16,1,5,1,282,16,13,1,192,1
5112,209189,0,2,9,0,0,0,62,9,2,0,9,3
5113,209210,0,1,13,0,0,0,10,13,1,2,2055,12
5114,209213,0,10,16,0,0,0,1988,16,10,0,0,-1
5115,209222,0,1,15,0,0,0,84,15,1,2,333,14
5116,209229,1,10,16,1,7,1,57,14,4,0,0,-1
5117,209306,1,3,14,0,0,0,177,14,3,0,0,-1
5118,209310,0,4,7,0,0,0,270,5,3,0,0,-1
5119,209357,0,1,3,0,0,0,0,0,0,2,77694,2
5120,209363,0,1,15,0,0,0,89,15,1,2,1674,14
5121,209407,1,9,15,0,0,0,513,15,9,0,1224,6
5122,209434,1,5,16,2,14,1,2111,16,5,0,4,11
5123,209503,1,1,6,0,0,0,0,0,0,1,381,5
5124,209505,0,3,8,3,3,1,14,3,1,0,9,2
5125,209519,1,1,16,1,16,1,3,16,1,0,3,15
5126,209572,0,2,10,0,0,0,77,9,1,0,15,8
5127,209593,1,5,16,0,0,0,69,12,4,2,11,8
5128,209687,0,3,7,0,0,0,174,6,2,0,7,4
5129,209689,0,1,12,0,0,0,236,12,1,1,32,11
5130,209708,0,1,7,0,0,0,27,7,1,0,7166,6
5131,209722,1,4,16,1,16,1,76,16,4,0,6,12
5132,209727,0,1,16,0,0,0,49,16,1,0,19,15
5133,209729,1,12,16,0,0,0,1020,16,12,0,0,-1
5134,209768,1,11,16,0,0,0,473,16,10,0,0,-1
5135,209785,0,1,13,0,0,0,6,13,1,0,0,-1
5136,209834,0,2,6,0,0,0,299,6,2,0,241,4
5137,209843,1,8,16,0,0,0,2790,16,8,4,0,8
5138,209866,1,14,16,0,0,0,1721,16,14,0,0,-1
5139,210013,0,4,13,0,0,0,46,13,3,0,9,6
5140,210046,0,1,5,0,0,0,0,0,0,2,61524,4
5141,210113,1,3,16,0,0,0,30,16,3,0,475,10
5142,210194,1,7,12,0,0,0,893,12,6,0,4,0
5143,210321,0,1,9,0,0,0,0,0,0,0,96,8
5144,210337,0,1,1,0,0,0,12,1,1,1,42,0
5145,210351,0,1,3,0,0,0,0,0,0,2,2915,2
5146,210381,1,5,16,0,0,0,106,12,4,0,143,7
5147,210426,1,11,15,0,0,0,1230,15,11,0,7,1
5148,210427,0,2,9,0,0,0,0,0,0,1,338,1
5149,210434,1,2,10,0,0,0,4,8,1,6,1168,7
5150,210471,0,1,12,0,0,0,0,0,0,1,141,11
5151,210492,1,7,15,0,0,0,271,15,7,0,0,5
5152,210511,0,1,16,0,0,0,53,16,1,1,158,15
5153,210593,1,4,16,0,0,0,380,16,4,0,57,9
5154,210734,0,1,9,1,9,1,0,0,0,0,7,8
5155,210806,1,3,15,0,0,0,6,13,1,1,4,12
5156,210931,1,6,15,0,0,0,821,15,6,0,0,-1
5157,211055,0,2,15,0,0,0,238,15,2,1,66,13
5158,211090,1,4,14,0,0,0,7,11,1,0,0,-1
5159,211093,0,1,7,0,0,0,0,0,0,0,13,6
5160,211100,1,2,16,0,0,0,32,14,1,4,58,13
5161,211174,1,1,1,0,0,0,4,1,1,1,46,0
5162,211192,1,16,16,0,0,0,9236,16,16,0,0,-1
5163,211205,0,2,16,0,0,0,3,16,2,0,12,13
5164,211452,1,5,16,0,0,0,24,16,3,2,294,10
5165,211473,1,3,13,0,0,0,6,10,2,0,11,5
5166,211518,1,2,14,0,0,0,25,14,2,1,28,12
5167,211601,0,3,6,0,0,0,310,6,3,0,0,-1
5168,211615,0,1,14,0,0,0,0,0,0,0,8,13
5169,211629,0,1,3,0,0,0,0,0,0,1,4,2
5170,211696,0,2,16,0,0,0,23,16,2,1,206,11
5171,211704,1,12,16,82,16,8,502,16,8,4,94,3
5172,211717,1,5,13,0,0,0,62,11,4,0,0,4
5173,211802,0,2,7,0,0,0,40,7,2,2,8,0
5174,211817,1,5,16,0,0,0,40,16,5,1,4,10
5175,211844,1,8,14,0,0,0,357,14,7,1,99,3
5176,211859,0,1,16,0,0,0,0,0,0,0,11,15
5177,211927,1,4,16,2,15,1,365,16,3,0,149,12
5178,211928,1,6,16,3,15,3,382,16,6,2,7,9
5179,211971,1,5,16,0,0,0,54,16,5,0,0,-1
5180,211984,0,1,5,0,0,0,0,0,0,5,35,4
5181,212073,0,3,16,0,0,0,156,16,3,1,272,10
5182,212095,0,8,11,2,6,2,248,11,7,0,0,-1
5183,212137,1,1,15,0,0,0,20,15,1,2,118,14
5184,212252,0,1,12,0,0,0,12,12,1,0,108,11
5185,212260,1,9,16,0,0,0,192,16,9,0,29,6
5186,212268,0,1,1,0,0,0,14,1,1,0,56,0
5187,212283,1,14,16,0,0,0,643,16,13,0,0,-1
5188,212284,0,6,9,0,0,0,546,9,6,0,0,-1
5189,212296,0,7,15,0,0,0,1007,15,7,0,0,-1
5190,212379,1,2,11,0,0,0,1,11,1,0,154,9
5191,212390,1,7,16,15,16,5,1044,16,7,2,34,8
5192,212428,0,6,14,0,0,0,549,14,6,1,591,3
5193,212432,1,3,16,0,0,0,970,16,3,0,825,13
5194,212484,0,1,10,0,0,0,0,0,0,1,10,9
5195,212498,0,2,11,0,0,0,121,11,2,0,58,6
5196,212534,0,1,6,0,0,0,8,6,1,0,0,5
5197,212561,1,4,16,1,7,1,27,9,2,0,27,6
5198,212635,1,3,16,0,0,0,182,16,3,0,3,13
5199,212676,0,1,15,3,16,1,0,0,0,2,3108,14
5200,212678,1,6,15,0,0,0,611,15,6,1,137,4
5201,212716,1,1,3,0,0,0,30,3,1,0,790,2
5202,212724,1,12,16,0,0,0,1972,16,12,2,3,4
5203,212737,0,1,7,0,0,0,0,0,0,1,16,6
5204,212740,1,3,16,0,0,0,250,16,3,1,10,8
5205,212823,1,5,16,4,16,2,547,16,5,1,10,6
5206,212844,1,16,16,0,0,0,2459,16,16,0,0,-1
5207,212929,1,3,14,0,0,0,393,14,3,0,2487,10
5208,213007,1,4,16,0,0,0,528,16,4,1,53,8
5209,213022,1,2,15,0,0,0,40,15,2,0,5,9
5210,213038,0,1,14,0,0,0,20,14,1,1,58,13
5211,213057,1,3,16,0,0,0,100,16,3,1,100,13
5212,213064,0,1,14,0,0,0,50,14,1,0,184,13
5213,213092,0,1,15,1,15,1,0,0,0,2,128,14
5214,213093,0,4,15,2,10,1,9,11,2,0,94,9
5215,213154,1,4,16,0,0,0,546,16,4,1,19,12
5216,213210,1,5,13,0,0,0,349,13,5,0,0,-1
5217,213223,0,1,5,0,0,0,0,0,0,0,0,4
5218,213247,0,12,16,2,5,1,2984,15,11,0,62,4
5219,213267,1,2,16,3,16,2,19,16,2,0,0,-1
5220,213278,0,1,5,0,0,0,3,5,1,0,19,4
5221,213319,1,8,16,0,0,0,170,15,6,0,40,3
5222,213334,0,1,2,0,0,0,0,0,0,2,274,1
5223,213366,1,1,11,0,0,0,92,11,1,0,64,10
5224,213374,1,8,15,0,0,0,192,15,8,0,0,-1
5225,213380,0,1,16,0,0,0,7,16,1,2,8,15
5226,213543,0,1,7,0,0,0,0,0,0,0,688,6
5227,213567,0,2,15,0,0,0,92,15,2,1,12,12
5228,213581,1,8,16,0,0,0,100,16,6,0,0,-1
5229,213584,1,11,16,0,0,0,493,16,12,0,0,-1
5230,213675,1,9,16,0,0,0,725,16,8,0,0,-1
5231,213728,1,7,16,0,0,0,660,16,6,0,131,2
5232,213746,1,3,12,0,0,0,25,11,2,0,279,6
5233,213796,0,3,9,0,0,0,60,9,3,0,0,-1
5234,213820,1,2,16,0,0,0,125,16,2,1,48,14
5235,213832,0,1,15,0,0,0,0,0,0,0,168,14
5236,213845,0,1,4,0,0,0,2,4,1,0,2,3
5237,213874,0,1,14,0,0,0,34,14,1,4,10,13
5238,213906,0,6,6,7,5,2,337,6,6,1,8,0
5239,213982,0,1,1,0,0,0,0,0,0,0,25,0
5240,214027,1,1,16,0,0,0,252,16,1,2,14,15
5241,214058,1,8,16,21,16,6,1720,16,8,0,29,8
5242,214067,0,1,10,0,0,0,0,0,0,2,498,9
5243,214119,1,6,13,0,0,0,621,13,6,0,0,-1
5244,214272,0,1,7,0,0,0,0,0,0,4,158,6
5245,214283,1,1,16,0,0,0,327,16,1,2,1169,15
5246,214333,1,14,16,0,0,0,2434,16,14,1,2,2
5247,214364,1,4,14,0,0,0,9,8,2,2,285,6
5248,214366,1,4,7,0,0,0,291,7,3,0,424,0
5249,214392,0,2,3,0,0,0,206,3,2,2,49,1
5250,214461,1,5,16,1,6,1,646,16,5,1,25,5
5251,214481,0,1,12,0,0,0,46,12,1,1,304,11
5252,214483,0,1,3,0,0,0,0,0,0,0,0,2
5253,214488,0,2,12,0,0,0,13,12,2,1,94,10
5254,214512,0,3,16,0,0,0,169,16,3,1,40,13
5255,214514,1,9,11,0,0,0,695,11,9,0,37,1
5256,214585,0,3,8,0,0,0,176,7,2,0,31,5
5257,214627,1,6,16,0,0,0,144,16,6,0,5,5
5258,214812,1,4,16,0,0,0,298,16,3,2,7,12
5259,214825,1,2,9,0,0,0,337,9,2,1,11,7
5260,214826,1,1,15,0,0,0,15,15,1,1,2396,14
5261,214858,1,1,16,0,0,0,34,16,1,0,80,15
5262,214871,1,5,15,0,0,0,332,15,4,0,129,9
5263,214880,0,1,6,0,0,0,3,6,1,2,71,5
5264,214918,0,1,6,0,0,0,0,0,0,0,20,5
5265,214921,0,1,6,0,0,0,42,6,1,1,187,5
5266,215018,0,1,12,0,0,0,0,0,0,0,43,11
5267,215041,0,6,16,0,0,0,461,16,6,0,0,-1
5268,215056,1,4,16,0,0,0,84,13,1,1,539,12
5269,215129,1,16,16,7,10,5,891,16,16,0,0,-1
5270,215142,1,16,16,30,16,4,1722,16,15,0,0,-1
5271,215144,0,5,15,1,10,1,5,11,2,2,77,9
5272,215176,1,3,16,0,0,0,224,16,3,1,4028,13
5273,215185,1,4,15,0,0,0,467,15,4,0,67,11
5274,215339,0,1,14,0,0,0,0,0,0,0,360,13
5275,215349,1,1,10,0,0,0,56,10,1,0,26,9
5276,215458,1,1,16,0,0,0,40,16,1,0,3,15
5277,215479,0,5,10,0,0,0,585,10,4,0,0,-1
5278,215536,0,4,14,0,0,0,176,14,4,0,0,-1
5279,215568,0,2,10,0,0,0,23,4,1,0,11,3
5280,215570,1,1,16,1,16,1,11,16,1,2,54,15
5281,215662,0,1,13,0,0,0,80,13,1,1,5681,12
5282,215686,1,2,16,0,0,0,76,16,2,0,84,13
5283,215787,1,7,15,0,0,0,21,14,6,0,0,-1
5284,215863,1,9,15,0,0,0,152,13,8,0,76,5
5285,215864,0,1,7,0,0,0,15,7,1,1,2384,6
5286,215881,1,12,16,0,0,0,805,16,12,0,0,-1
5287,215945,1,2,16,0,0,0,45,16,2,0,0,13
5288,215989,0,2,11,0,0,0,86,11,2,0,0,-1
5289,216036,1,4,11,0,0,0,269,11,4,0,9,4
5290,216048,1,1,16,0,0,0,23,16,1,3,5804,15
5291,216144,1,4,16,2,15,2,54,16,3,1,1658,4
5292,216169,1,1,15,0,0,0,3,15,1,0,0,-1
5293,216210,1,1,16,0,0,0,0,0,0,2,862,15
5294,216313,1,2,16,0,0,0,181,16,2,1,37,14
5295,216419,1,11,16,1,14,1,633,16,10,0,0,-1
5296,216558,1,8,15,0,0,0,427,15,8,0,703,6
5297,216617,1,14,16,0,0,0,1407,16,13,0,0,-1
5298,216630,0,1,14,0,0,0,171,14,1,1,935,13
5299,216634,1,14,16,0,0,0,1364,16,14,0,373,2
5300,216676,1,1,14,0,0,0,51,14,1,4,2,13
5301,216682,0,2,6,0,0,0,480,6,2,1,337,4
5302,216719,0,5,6,0,0,0,133,6,3,0,0,-1
5303,216827,0,1,3,0,0,0,3,3,1,1,243,2
5304,216924,0,4,5,5,2,2,18,4,3,0,0,-1
5305,216928,1,1,16,2,16,1,36,16,1,2,20,15
5306,216964,1,3,16,0,0,0,1309,16,3,1,1181,13
5307,216998,1,5,16,0,0,0,787,16,5,1,28,4
5308,217030,1,1,16,0,0,0,10,16,1,0,253,15
5309,217064,0,2,8,0,0,0,208,8,2,0,0,-1
5310,217101,0,2,9,0,0,0,17,9,2,0,2,3
5311,217103,1,6,16,0,0,0,576,16,6,0,0,-1
5312,217118,1,4,10,2,7,2,49,10,3,0,10,4
5313,217201,0,2,6,0,0,0,118,6,2,1,1785,4
5314,217307,1,15,15,0,0,0,941,15,14,0,0,-1
5315,217331,1,6,16,0,0,0,135,16,6,0,9,10
5316,217347,0,1,6,0,0,0,144,6,1,1,4051,5
5317,217365,0,2,14,1,14,1,0,0,0,0,702,12
5318,217389,1,4,16,0,0,0,325,16,4,1,26,6
5319,217454,1,10,16,0,0,0,1597,16,10,0,7,5
5320,217525,1,15,16,0,0,0,2998,16,15,0,85,1
5321,217685,0,1,16,0,0,0,3,16,1,1,14,15
5322,217750,0,2,11,1,11,1,5,11,1,2,83460,4
5323,217763,0,1,7,0,0,0,6,7,1,2,107,6
5324,217781,0,1,11,0,0,0,0,0,0,0,68,10
5325,217806,1,9,14,6,14,3,621,14,9,0,0,-1
5326,217878,1,13,16,0,0,0,1353,16,13,0,86,0
5327,217896,0,2,7,0,0,0,4,7,2,1,23,5
5328,217900,0,2,7,0,0,0,22,7,2,0,0,-1
5329,217935,0,1,13,0,0,0,0,0,0,0,451,12
5330,217945,1,2,14,0,0,0,6,14,1,0,249,12
5331,217976,0,1,13,0,0,0,1,13,1,2,1099,12
5332,218058,1,3,16,0,0,0,163,16,3,1,10,13
5333,218073,1,10,16,0,0,0,1,5,1,0,513,4
5334,218077,0,1,4,0,0,0,2,4,1,0,0,-1
5335,218098,0,1,5,0,0,0,43,5,1,4,74,4
5336,218100,0,2,13,0,0,0,421,13,2,5,2702,11
5337,218111,0,2,16,0,0,0,626,16,2,0,235,12
5338,218116,0,1,14,0,0,0,0,0,0,1,360,13
5339,218171,0,1,5,0,0,0,8,5,1,1,2,4
5340,218313,1,11,16,0,0,0,1319,16,11,0,0,-1
5341,218400,1,11,16,0,0,0,434,16,10,0,8,0
5342,218442,0,1,16,0,0,0,10,16,1,1,234,15
5343,218468,0,1,13,0,0,0,0,0,0,1,114,12
5344,218599,1,1,16,0,0,0,57,16,1,0,278,15
5345,218637,0,7,7,0,0,0,1052,7,6,0,0,-1
5346,218710,1,2,11,0,0,0,0,0,0,0,0,-1
5347,218759,1,12,16,0,0,0,561,16,11,0,129,1
5348,218840,1,16,16,6,14,6,2448,16,16,0,0,-1
5349,218944,1,12,16,0,0,0,4562,16,12,0,0,-1
5350,218955,1,16,16,0,0,0,6832,16,16,0,0,-1
5351,219007,0,2,9,1,3,1,0,0,0,0,0,2
5352,219113,0,1,4,0,0,0,0,0,0,0,0,-1
5353,219116,0,1,5,0,0,0,0,0,0,0,18,4
5354,219149,0,1,6,0,0,0,40,6,1,1,38,5
5355,219168,0,1,15,0,0,0,8,15,1,2,16,14
5356,219196,1,3,15,0,0,0,99,15,3,0,2,11
5357,219278,0,1,16,0,0,0,0,0,0,0,34,15
5358,219378,1,9,16,0,0,0,1,6,1,1,853,5
5359,219415,1,4,16,0,0,0,347,16,4,0,18,12
5360,219427,0,7,8,0,0,0,622,7,6,0,0,-1
5361,219491,0,3,7,0,0,0,153,7,3,0,18,3
5362,219698,0,1,14,0,0,0,7,14,1,0,0,13
5363,219769,1,12,16,6,12,2,1294,16,11,0,122,4
5364,219828,0,1,14,0,0,0,0,0,0,2,27737,13
5365,219844,1,2,16,1,15,1,134,16,2,1,34,14
5366,219907,0,9,13,0,0,0,1023,13,9,0,63,2
5367,219942,1,2,16,3,15,1,571,16,2,0,54,14
5368,220001,0,2,9,0,0,0,63,9,2,1,158,7
5369,220083,0,1,15,2,15,1,10,15,1,6,943,14
5370,220115,1,1,16,0,0,0,33,16,1,0,6,15
5371,220158,1,15,15,0,0,0,1967,15,14,0,0,-1
5372,220163,0,1,7,0,0,0,3,7,1,0,10,6
5373,220195,1,1,15,0,0,0,29,15,1,1,77,14
5374,220203,1,3,16,0,0,0,18,15,2,0,7,13
5375,220220,0,4,16,0,0,0,3,7,1,0,0,-1
5376,220234,1,1,16,2,16,1,7,16,1,0,4,15
5377,220256,1,13,16,0,0,0,1034,16,13,2,139,3
5378,220304,1,1,16,0,0,0,5,16,1,2,876,15
5379,220307,1,2,15,0,0,0,68,15,2,0,10,13
5380,220323,1,2,16,0,0,0,46,16,2,2,355,10
